update,leading_edge_index,leading_edge_value,count_under,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_over
385,306,15,2,165,37,1,0,0,1,167,39,42,55,3,0,0,0
386,307,15,2,169,31,2,0,0,2,163,43,40,56,4,0,0,0
387,308,15,3,166,32,2,0,0,3,159,43,48,50,6,0,0,0
388,309,15,1,165,32,4,0,0,3,156,50,49,47,5,0,0,0
389,310,15,2,162,35,2,0,0,1,159,48,52,46,5,0,0,0
390,311,15,5,160,33,2,0,0,3,158,48,51,47,5,0,0,0
391,312,15,1,164,33,1,0,0,0,160,51,51,46,5,0,0,0
392,312,15,1,161,36,1,0,0,2,162,47,49,48,5,0,0,0
393,313,15,0,162,35,1,0,0,3,163,46,50,48,4,0,0,0
394,314,15,0,158,37,2,0,0,1,160,52,49,49,4,0,0,0
395,315,15,0,151,43,2,0,0,0,167,48,53,45,3,0,0,0
396,316,15,1,148,44,2,0,0,0,168,47,58,42,2,0,0,0
397,317,15,0,152,40,2,0,0,0,171,45,50,51,1,0,0,0
398,318,15,0,159,32,2,0,0,2,178,37,53,48,1,0,0,0
399,319,15,0,157,34,1,0,0,0,177,41,52,48,2,0,0,0
400,319,15,1,158,32,1,0,0,1,173,45,56,41,4,0,0,0
401,320,15,2,156,31,2,0,0,0,171,51,54,43,2,0,0,0
402,321,15,0,153,34,3,0,0,0,170,54,56,41,1,0,0,0
403,322,15,1,152,33,3,0,0,1,174,49,60,39,0,0,0,0
404,323,15,2,157,26,3,0,0,2,175,43,63,41,0,0,0,0
405,324,15,2,160,22,4,0,0,1,175,45,61,42,0,0,0,0
406,325,15,1,157,23,5,0,0,1,173,45,64,43,0,0,0,0
407,325,15,0,158,24,4,0,0,1,170,51,60,44,0,0,0,0
408,326,15,2,151,28,4,0,0,0,167,59,59,42,0,0,0,0
409,326,15,0,154,28,3,0,0,3,164,59,56,44,1,0,0,0
410,327,15,0,154,27,3,0,0,1,166,59,59,42,1,0,0,0
411,328,15,2,151,26,4,0,0,0,163,62,66,37,1,0,0,0
412,329,15,2,149,27,4,0,0,0,167,61,60,41,1,0,0,0
413,329,15,1,151,28,2,0,0,0,165,66,56,42,1,0,0,0
414,330,15,0,150,28,3,0,0,0,165,67,56,40,3,0,0,0
415,331,15,1,145,32,3,0,0,1,169,60,64,36,1,0,0,0
416,332,15,1,146,29,3,0,0,2,172,59,62,36,2,0,0,0
417,332,15,0,150,24,5,0,0,0,171,63,59,36,4,0,0,0
418,333,15,1,146,23,8,0,0,1,171,61,57,42,2,0,0,0
419,334,15,1,147,22,7,0,0,1,169,65,56,42,2,0,0,0
420,335,15,1,150,18,7,0,0,1,175,58,56,43,3,0,0,0
421,336,15,4,147,18,6,0,0,2,172,62,60,38,3,0,0,0
422,337,15,1,150,18,5,0,0,1,168,67,62,36,4,0,0,0
423,338,15,2,148,18,5,0,0,0,165,70,66,33,5,0,0,0
424,339,15,1,146,21,4,0,0,0,170,66,64,35,5,0,0,0
425,340,15,1,143,24,3,0,0,1,173,64,63,36,4,0,0,0
426,340,15,4,136,30,1,0,0,0,173,67,62,36,3,0,0,0
427,340,15,4,137,28,2,0,0,2,175,63,61,35,5,0,0,0
428,341,15,2,138,29,1,0,0,0,181,56,68,31,6,0,0,0
429,342,15,1,135,32,1,0,0,4,180,54,70,28,7,0,0,0
430,343,15,0,140,28,0,0,0,2,185,55,64,30,8,0,0,0
431,344,15,1,137,29,0,0,0,0,186,57,62,32,8,0,0,0
432,345,16,2,138,26,0,0,0,0,184,62,57,34,9,0,0,0
433,346,16,1,137,27,0,0,0,0,185,63,53,37,9,0,0,0
434,347,16,2,135,27,0,0,0,0,183,63,56,37,9,0,0,0
435,348,16,0,136,27,0,0,0,1,184,62,51,42,9,0,0,0
436,349,16,0,137,25,0,0,0,1,185,61,54,38,11,0,0,0
437,350,16,1,134,26,0,0,0,1,186,63,52,40,9,0,0,0
438,351,16,2,131,27,0,0,0,1,186,64,52,39,10,0,0,0
439,351,16,1,133,26,0,0,0,1,191,57,53,40,10,0,0,0
440,352,16,1,132,26,0,0,0,0,192,56,56,37,12,0,0,0
441,353,16,1,134,23,0,0,0,1,187,61,56,35,14,0,0,0
442,354,16,2,128,27,0,0,0,1,182,69,57,32,14,0,0,0
443,355,16,0,130,27,0,0,0,1,186,65,57,30,16,0,0,0
444,354,16,1,129,27,0,0,0,2,181,74,50,31,16,1,0,0
445,354,16,1,129,27,0,0,0,1,179,74,51,31,17,2,0,0
446,355,16,2,131,23,0,0,0,1,181,74,48,32,19,1,0,0
447,355,16,3,130,23,0,0,0,0,184,71,45,37,16,3,0,0
448,356,16,4,130,21,0,0,0,1,181,73,44,38,18,2,0,0
449,357,16,5,130,18,1,0,0,1,178,74,45,37,20,3,0,0
450,358,16,1,135,17,0,0,0,0,173,80,44,36,23,3,0,0
451,359,16,0,138,14,0,0,0,2,171,78,45,34,26,4,0,0
452,359,16,1,136,15,0,0,0,1,172,78,44,34,28,3,0,0
453,360,16,1,133,17,0,0,0,2,172,75,47,33,29,3,0,0
454,361,16,4,133,13,0,0,0,0,175,75,45,38,25,4,0,0
455,361,16,1,136,13,0,0,0,1,174,77,43,35,27,5,0,0
456,361,16,1,134,15,0,0,0,2,173,77,44,33,29,4,0,0
457,362,16,1,132,16,0,0,0,1,175,79,43,30,34,1,0,0
458,363,16,1,131,16,0,0,0,2,172,73,49,34,34,0,0,0
459,363,16,3,128,17,0,0,0,2,184,66,44,32,36,0,0,0
460,363,16,0,132,16,0,0,0,1,189,61,44,32,37,0,0,0
461,364,16,1,132,14,0,0,0,1,187,60,47,31,39,0,0,0
462,365,16,2,132,13,0,0,0,0,190,60,46,32,37,0,0,0
463,366,16,4,129,12,0,0,0,0,189,63,45,33,37,0,0,0
464,367,16,1,127,16,0,0,0,2,192,60,46,29,39,0,0,0
465,368,16,0,125,17,1,0,0,0,200,59,40,32,38,0,0,0
466,369,16,1,120,21,0,0,0,0,206,54,39,31,39,1,0,0
467,370,16,2,113,26,0,0,0,2,198,60,40,32,38,1,0,0
468,371,16,3,111,26,0,0,0,3,197,66,36,30,39,1,0,0
469,372,16,3,111,25,0,0,0,3,207,56,36,33,38,0,0,0
470,373,16,4,112,22,0,0,0,2,210,53,39,33,37,0,0,0
471,374,16,0,115,22,0,0,0,3,207,62,32,31,40,0,0,0
472,375,16,1,114,21,0,0,0,1,206,66,31,32,40,0,0,0
473,375,16,0,113,22,1,0,0,1,207,66,28,34,39,1,0,0
474,376,16,1,112,21,1,0,0,3,212,60,28,36,38,0,0,0
475,377,16,1,112,20,1,0,0,1,210,66,26,39,36,0,0,0
476,378,16,0,112,21,1,0,0,3,208,61,30,41,35,0,0,0
477,379,16,1,106,27,0,0,0,6,208,56,32,41,35,0,0,0
478,380,16,0,107,25,0,0,0,1,214,56,34,38,35,2,0,0
479,381,16,0,106,24,0,0,0,1,211,57,36,39,35,3,0,0
480,382,16,0,106,23,0,0,0,0,215,58,32,41,33,4,0,0
481,383,16,0,102,26,0,0,0,3,215,58,31,36,36,5,0,0
482,384,16,0,100,26,1,0,0,2,219,55,30,40,35,4,0,0
483,384,16,1,105,20,1,0,0,2,220,58,26,41,35,3,0,0
484,385,16,1,101,23,1,0,0,0,214,69,24,43,32,4,0,0
485,386,16,1,98,26,0,0,0,1,212,72,23,39,35,5,0,0
486,386,16,2,100,23,0,0,0,2,211,78,22,34,36,4,0,0
487,387,16,1,96,27,0,0,0,0,215,77,22,30,39,5,0,0
488,388,16,0,94,29,0,0,0,2,217,73,22,26,44,5,0,0
489,389,16,1,92,29,0,0,0,0,225,69,23,22,45,6,0,0
490,389,16,1,94,25,2,0,0,1,223,69,23,22,44,8,0,0
491,390,16,1,93,24,3,0,0,1,224,67,23,23,44,9,0,0
492,391,16,1,94,22,3,0,0,0,232,65,17,25,42,11,0,0
493,392,16,1,93,21,4,0,0,1,235,61,16,23,47,9,1,0
494,392,16,0,92,23,4,0,0,0,238,58,17,19,52,7,2,0
495,393,16,0,85,29,4,0,0,1,242,57,19,17,48,6,4,0
496,393,16,2,81,32,3,0,0,6,241,53,21,14,45,8,6,0
497,394,16,0,79,35,3,0,0,0,241,56,26,12,45,7,8,0
498,395,16,1,75,39,1,0,0,1,237,61,24,10,46,7,10,0
499,396,16,1,72,41,1,0,0,1,241,53,26,11,49,5,10,1
500,397,16,1,69,43,1,0,0,2,236,59,24,12,48,4,11,2
501,398,16,1,71,41,0,0,0,2,236,59,22,11,49,5,13,2
502,399,16,2,73,37,0,0,0,1,236,60,21,12,49,5,14,2
503,400,16,0,74,37,0,0,0,1,239,58,22,9,51,3,14,4
504,401,16,1,74,35,0,0,0,1,238,63,19,9,50,2,15,5
505,402,16,2,73,34,0,0,0,2,236,65,16,10,50,3,15,6
506,403,16,1,72,35,0,0,0,1,236,64,18,11,47,4,17,6
507,404,16,1,68,38,0,0,0,1,235,69,17,10,44,4,18,7
508,405,16,1,64,41,0,0,0,0,241,66,14,15,39,4,20,7
509,406,16,1,60,44,0,0,0,0,239,69,14,15,38,3,21,8
510,407,16,0,65,39,0,0,0,0,243,66,14,12,38,4,22,9
511,406,16,0,70,34,1,0,0,1,243,64,18,11,34,3,24,9
512,407,16,1,67,36,0,0,0,1,243,63,17,15,29,5,24,11
513,407,16,0,69,35,0,0,0,0,245,63,16,17,26,7,24,10
514,408,16,0,69,34,0,0,0,1,250,59,15,16,26,4,27,11
515,409,16,1,67,34,0,0,0,2,248,59,17,14,24,5,29,12
516,409,16,0,68,34,0,0,0,4,247,59,16,11,27,3,29,14
517,410,16,0,66,34,1,0,0,3,245,66,12,12,26,2,29,16
518,411,16,2,65,32,1,0,0,2,250,66,11,9,26,2,29,17
519,411,16,1,66,33,0,0,0,2,253,62,11,14,21,0,29,20
520,412,16,1,65,33,0,0,0,1,251,63,15,10,22,0,31,20
521,413,16,1,63,34,0,0,0,2,253,58,15,14,20,0,34,18
522,414,16,1,60,36,0,0,0,3,248,63,13,14,21,1,33,19
523,415,16,0,64,31,1,0,0,2,251,62,13,16,17,0,33,22
524,416,16,2,61,32,0,0,0,0,264,49,17,11,19,2,33,22
525,417,16,0,64,30,0,0,0,3,262,52,13,9,20,1,36,22
526,418,16,0,66,27,1,0,0,0,269,48,12,10,19,0,37,23
527,419,16,0,64,28,1,0,0,3,264,50,12,8,20,0,40,22
528,420,16,0,59,28,4,0,0,2,264,48,14,9,20,0,43,21
529,420,16,0,59,25,7,0,0,2,263,48,15,10,18,0,45,20
530,421,16,1,57,25,7,0,0,1,259,52,15,7,22,1,44,21
531,422,16,0,59,25,5,0,0,2,257,54,12,10,21,1,46,20
532,423,16,0,57,27,4,0,0,2,256,57,9,9,22,1,49,19
533,423,16,1,55,26,6,0,0,0,261,55,7,9,20,3,49,20
534,424,16,0,56,27,4,0,0,3,250,62,8,7,21,2,52,20
535,424,16,0,54,28,5,0,0,2,253,61,5,7,22,0,57,18
536,425,16,1,50,29,6,0,0,3,251,62,5,6,21,2,60,16
537,426,16,1,50,32,2,0,0,3,257,56,4,5,23,0,62,17
538,425,16,1,53,31,1,0,0,0,263,52,4,5,21,0,63,18
539,426,16,0,52,31,2,0,0,2,263,49,4,4,22,1,63,19
540,426,16,0,52,31,2,0,0,0,268,46,4,5,20,1,60,23
541,427,16,0,51,31,2,0,0,0,266,47,4,3,20,2,64,22
542,427,16,0,51,30,3,0,0,0,265,48,3,3,20,2,63,24
543,428,16,0,50,28,5,0,0,1,267,46,2,4,20,1,63,25
544,428,16,0,53,26,4,0,0,1,263,49,2,4,17,3,65,25
545,428,16,1,54,25,3,0,0,3,260,50,2,4,16,4,64,26
546,428,16,0,53,29,1,0,1,3,250,56,2,3,15,5,67,27
547,429,16,0,51,30,1,0,0,1,265,44,1,3,14,7,68,27
548,430,16,0,51,29,1,0,0,0,261,49,1,1,16,7,68,28
549,431,16,0,50,28,2,0,0,1,263,46,1,0,17,7,67,30
550,432,16,0,54,24,1,0,0,1,262,46,0,0,17,10,66,31
551,433,16,0,50,28,0,0,0,0,261,47,0,0,16,9,68,33
552,434,16,1,48,29,0,0,0,0,259,48,0,0,12,11,71,33
553,434,16,1,44,32,0,0,0,1,257,48,0,0,11,12,75,31
554,434,16,0,44,33,0,0,0,3,251,51,0,0,9,14,75,32
555,435,16,0,40,36,0,0,0,1,255,49,0,0,10,12,75,34
556,436,16,0,42,32,1,0,0,0,262,43,0,0,9,13,82,28
557,437,16,0,38,33,3,0,0,1,259,43,1,0,10,12,78,34
558,438,16,0,37,33,3,0,0,1,257,45,0,0,12,10,84,30
559,438,16,0,38,33,2,0,0,0,255,46,1,0,12,11,87,27
560,439,16,0,42,29,1,0,0,0,259,40,2,0,13,9,87,30
561,440,16,0,43,26,2,0,0,0,258,42,1,0,13,9,86,32
562,440,16,0,44,25,2,0,0,0,261,37,2,0,14,6,87,34
563,439,16,0,46,23,3,0,0,1,259,39,1,0,12,8,84,36
564,440,16,0,46,22,3,0,0,2,260,35,2,0,12,7,85,38
565,441,16,0,43,23,4,0,0,1,261,36,1,1,12,5,91,34
566,442,16,0,47,20,2,0,0,1,254,40,2,1,13,4,93,35
567,443,16,0,46,20,2,0,0,3,259,31,3,1,14,4,94,35
568,444,16,1,46,18,2,0,0,1,256,36,2,0,17,2,95,36
569,444,16,0,48,17,2,0,0,1,255,36,3,0,16,3,92,39
570,445,16,0,49,15,2,0,0,1,256,35,3,0,17,1,94,39
571,446,16,0,48,16,1,0,0,0,256,36,3,0,16,4,88,44
572,447,16,0,47,15,2,0,0,0,256,37,2,0,16,4,92,41
573,447,16,0,51,13,0,0,0,1,254,37,3,0,16,2,92,43
574,448,16,0,50,13,0,0,0,1,254,35,3,0,16,2,95,43
575,449,16,0,50,12,0,0,0,2,247,39,4,0,17,1,95,45
576,450,16,1,48,12,0,0,0,2,253,30,6,0,18,1,93,48
577,450,16,0,49,12,0,0,0,0,261,24,5,0,18,1,95,47
578,451,16,0,48,12,0,0,0,1,264,22,2,0,18,0,97,48
579,451,16,1,48,11,0,0,0,1,263,23,1,0,16,1,95,52
580,452,16,0,49,10,0,0,0,1,261,23,2,0,17,0,99,50
581,453,16,0,48,10,0,0,0,4,253,28,1,0,18,0,95,55
582,454,16,0,49,8,0,0,0,1,257,27,0,0,17,0,102,51
583,455,16,0,45,11,0,0,0,1,255,29,0,0,17,0,97,57
584,456,16,0,46,9,0,0,0,3,251,30,0,0,17,0,99,57
585,457,16,0,47,7,0,0,0,0,245,38,0,0,17,1,96,61
586,458,16,0,49,4,0,0,0,1,246,35,0,0,18,1,91,67
587,459,16,0,47,5,0,0,0,3,247,32,0,0,19,0,96,63
588,460,16,0,47,4,0,0,0,0,244,37,0,0,19,0,96,65
589,461,16,0,48,2,0,0,0,2,241,38,0,0,19,0,96,66
590,462,16,0,46,3,0,0,0,2,237,39,1,0,19,0,99,66
591,462,16,0,48,1,0,0,0,0,237,42,0,0,18,0,104,62
592,463,16,0,47,1,0,0,0,2,235,41,1,0,18,0,109,58
593,462,16,0,48,1,0,0,0,3,235,37,2,1,16,0,114,55
594,463,16,1,48,0,0,0,0,4,235,36,2,0,15,0,117,54
595,464,16,0,48,0,0,0,0,1,232,40,3,0,15,0,117,56
596,465,16,0,46,0,0,0,0,2,229,41,3,0,16,0,117,58
597,465,16,0,46,0,0,0,0,4,227,41,2,0,15,0,115,62
598,466,16,0,45,0,0,0,0,1,235,34,3,0,15,0,118,61
599,466,16,0,43,2,0,0,0,3,234,33,3,0,14,1,118,61
600,466,16,1,41,3,0,0,0,2,234,31,5,0,14,2,126,53
601,467,16,0,42,3,0,0,0,1,237,27,6,0,13,1,125,57
602,468,16,0,38,5,0,0,0,2,235,26,7,0,14,2,127,56
603,468,16,3,34,6,0,0,0,4,233,26,6,0,13,1,125,61
604,469,16,0,36,6,0,0,0,3,236,24,6,1,12,0,127,61
605,470,16,0,33,8,0,0,0,2,240,20,6,0,13,0,127,63
606,471,16,1,31,8,0,0,0,2,240,19,6,0,13,0,127,65
607,472,16,1,30,8,0,0,0,3,242,16,5,0,13,3,129,62
608,473,16,1,29,8,0,0,0,2,243,16,4,0,13,4,129,63
609,474,16,1,26,9,1,0,0,1,240,19,4,0,14,0,132,65
610,475,16,0,28,6,2,0,0,4,230,22,7,0,14,1,127,71
611,476,16,0,25,7,3,0,0,3,230,21,8,0,14,3,124,74
612,477,16,0,26,4,4,0,0,2,235,18,6,0,14,0,129,74
613,477,16,0,28,1,5,0,0,2,238,17,4,0,13,2,133,69
614,478,16,0,28,1,4,0,0,0,239,19,2,0,14,2,130,73
615,479,16,1,26,1,5,0,0,2,236,20,1,0,11,3,131,75
616,480,16,0,24,2,5,0,0,2,233,21,3,0,13,3,132,74
617,480,16,0,26,1,4,0,0,0,235,21,3,0,11,4,129,78
618,481,16,1,20,5,4,0,0,1,233,22,1,0,13,1,132,79
619,482,16,0,18,4,7,0,0,1,229,24,2,0,14,2,135,76
620,482,16,1,21,3,4,0,0,1,234,20,1,0,14,3,135,75
621,482,16,2,20,4,3,0,0,1,233,21,0,0,13,0,141,74
622,483,16,1,20,4,3,0,0,3,222,29,0,0,13,1,144,72
623,483,16,0,20,5,3,0,0,4,223,26,0,0,12,0,143,76
624,484,16,0,20,4,3,0,0,2,224,26,0,0,12,2,139,80
625,485,16,0,19,4,3,0,0,1,226,24,0,0,11,2,145,77
626,485,17,1,20,3,2,0,0,1,224,25,0,0,9,7,144,76
627,486,17,0,19,2,4,0,0,0,226,23,0,0,9,5,149,75
628,487,17,0,17,2,5,0,0,2,222,23,1,0,9,6,147,78
629,488,17,0,17,3,3,0,0,3,220,24,1,1,8,4,150,78
630,489,17,0,17,3,2,0,0,2,219,26,0,2,7,4,153,77
631,490,17,0,18,2,1,0,0,0,220,26,0,1,9,5,151,79
632,491,17,0,17,2,1,0,0,1,221,23,0,1,9,6,150,81
633,492,17,1,17,1,0,0,0,0,225,19,0,1,11,1,154,82
634,493,17,0,18,0,0,0,0,2,222,20,0,2,9,3,157,79
635,494,17,1,16,0,0,0,0,2,217,24,0,3,8,3,158,80
636,495,17,2,14,0,0,0,0,1,219,22,0,3,8,3,155,85
637,496,17,1,14,0,0,0,0,0,225,16,0,2,7,4,157,86
638,496,17,1,14,0,0,0,0,1,223,17,0,1,8,6,151,90
639,497,17,0,14,0,0,0,0,1,221,19,0,1,7,6,151,92
640,498,17,0,13,0,0,0,0,0,221,19,0,1,5,7,158,88
641,499,17,0,12,0,0,0,0,3,215,21,0,1,5,7,164,84
642,499,17,0,12,0,0,0,0,1,210,26,1,1,3,9,164,85
643,498,17,0,13,0,0,0,0,2,201,31,3,0,4,6,167,85
644,497,17,0,14,0,0,0,0,1,201,30,4,0,2,6,171,83
645,497,17,0,14,0,0,0,0,1,199,31,4,0,1,9,169,84
646,498,17,0,13,0,0,0,0,0,206,25,3,0,0,9,170,86
647,499,17,0,11,1,0,0,0,0,208,23,2,1,0,8,171,87
648,500,17,0,10,1,0,0,0,0,208,22,2,1,0,8,172,88
649,501,17,0,10,0,0,0,0,1,205,22,2,2,0,8,176,86
650,502,17,0,9,0,0,0,0,1,211,17,1,1,0,9,173,90
651,503,17,1,7,0,0,0,0,2,210,17,1,0,0,7,177,90
652,504,17,0,7,0,0,0,0,2,214,12,2,0,0,7,180,88
653,504,17,0,7,0,0,0,0,3,210,15,0,0,0,7,177,93
654,505,17,0,6,0,0,0,0,1,212,15,0,0,0,7,175,96
655,505,17,0,6,0,0,0,0,1,213,14,0,0,0,6,173,99
656,506,17,0,5,0,0,0,0,2,207,19,0,0,0,6,170,103
657,506,17,0,5,0,0,0,0,3,201,23,0,0,0,4,172,104
658,507,17,0,4,0,0,0,0,0,205,20,1,0,0,7,172,103
659,507,17,0,4,0,0,0,0,1,206,18,1,0,0,4,172,106
660,508,17,0,3,0,0,0,0,0,212,12,2,0,0,4,175,104
661,509,17,0,2,0,0,0,0,5,208,11,1,0,0,4,174,107
662,510,17,0,2,0,0,0,0,1,213,10,0,0,0,3,180,103
663,511,17,0,0,0,0,0,0,1,213,9,0,0,0,4,181,104
664,511,17,0,0,0,0,0,0,0,211,11,0,0,0,4,181,105
665,511,17,0,0,0,0,0,0,0,208,13,0,0,0,2,181,108
666,511,22,0,0,0,0,0,0,1,209,11,0,0,0,4,180,107
667,511,22,0,0,0,0,0,0,2,208,10,0,0,0,2,178,112
668,511,22,0,0,0,0,0,0,4,205,10,0,0,0,1,177,115
669,511,22,0,0,0,0,0,0,0,205,13,0,0,0,0,181,113
670,511,22,0,0,0,0,0,0,1,202,14,0,0,0,0,183,112
671,511,22,0,0,0,0,0,0,4,199,13,0,0,0,0,178,118
672,511,22,0,0,0,0,0,0,1,202,12,0,0,0,1,179,117
673,511,22,0,0,0,0,0,0,4,198,12,0,0,0,2,179,117
674,511,22,0,0,0,0,0,0,0,203,11,0,0,0,0,178,120
675,511,22,0,0,0,0,0,0,0,201,12,0,0,0,1,183,115
676,511,22,0,0,0,0,0,0,1,202,9,0,0,0,2,178,120
677,511,22,0,0,0,0,0,0,1,202,8,0,0,0,3,182,116
678,511,22,0,0,0,0,0,0,0,200,10,0,0,0,0,187,115
679,511,22,0,0,0,0,0,0,0,201,9,0,0,0,2,187,113
680,511,22,0,0,0,0,0,0,1,200,9,0,0,0,3,184,115
681,511,22,0,0,0,0,0,0,3,197,9,0,0,0,0,185,118
682,511,22,0,0,0,0,0,0,2,199,7,0,0,0,1,183,120
683,511,22,0,0,0,0,0,0,1,198,9,0,0,0,0,183,121
684,511,22,0,0,0,0,0,0,1,195,12,0,0,0,3,175,126
685,511,22,0,0,0,0,0,0,1,196,9,1,0,0,1,178,126
686,511,21,0,0,0,0,0,0,2,194,9,1,0,0,2,173,131
687,511,21,0,0,0,0,0,0,1,193,8,2,1,0,2,173,132
688,511,21,0,0,0,0,0,0,1,195,6,0,2,0,2,177,129
689,511,21,0,0,0,0,0,0,0,198,4,0,1,0,0,179,130
690,511,22,0,0,0,0,0,0,2,195,4,0,1,0,2,177,131
691,511,22,0,0,0,0,0,0,5,187,7,0,2,0,0,179,132
692,511,22,0,0,0,0,0,0,3,191,6,0,1,0,4,176,131
693,511,21,0,0,0,0,0,0,0,191,10,0,0,0,1,181,129
694,511,22,0,0,0,0,0,0,1,191,8,0,0,0,4,175,133
695,511,22,0,0,0,0,0,0,2,189,8,0,0,0,1,180,132
696,511,22,0,0,0,0,0,0,0,186,12,0,0,0,4,177,133
697,511,22,0,0,0,0,0,0,1,188,8,0,0,0,1,182,132
698,511,22,0,0,0,0,0,0,1,187,8,0,0,0,0,182,134
699,511,22,0,0,0,0,0,0,3,183,9,0,0,0,0,182,135
700,511,22,0,0,0,0,0,0,0,184,10,0,0,0,0,183,135
701,511,22,0,0,0,0,0,0,1,184,9,0,0,0,4,179,135
702,511,22,0,0,0,0,0,0,1,184,8,0,0,0,0,184,135
703,511,22,0,0,0,0,0,0,0,186,6,0,0,0,0,181,139
704,511,22,0,0,0,0,0,0,0,185,6,0,0,0,2,179,140
705,511,22,0,0,0,0,0,0,1,186,3,0,0,0,2,173,147
706,511,22,0,0,0,0,0,0,2,184,3,0,0,0,1,180,142
707,511,22,0,0,0,0,0,0,0,186,2,0,0,0,0,180,144
708,511,22,0,0,0,0,0,0,0,183,4,0,0,0,3,178,144
709,511,22,0,0,0,0,0,0,0,180,5,1,0,0,2,174,150
710,511,22,0,0,0,0,0,0,1,178,6,0,0,0,1,174,152
711,511,22,0,0,0,0,0,0,1,177,7,0,0,0,2,172,153
712,511,22,0,0,0,0,0,0,1,175,8,0,0,0,2,171,155
713,511,22,0,0,0,0,0,0,0,172,11,0,0,0,0,171,158
714,511,22,0,0,0,0,0,0,1,167,14,0,0,0,0,173,157
715,511,22,0,0,0,0,0,0,1,164,15,0,0,0,1,173,158
716,511,22,0,0,0,0,0,0,0,168,11,0,0,0,0,173,160
717,511,22,0,0,0,0,0,0,2,163,13,0,0,0,2,171,161
718,511,22,0,0,0,0,0,0,1,162,14,0,0,0,2,169,164
719,511,22,0,0,0,0,0,0,1,160,15,0,0,0,2,170,164
720,511,22,0,0,0,0,0,0,0,159,16,0,0,0,0,172,165
721,511,22,0,0,0,0,0,0,0,160,15,0,0,0,1,171,165
722,511,22,0,0,0,0,0,0,0,160,14,0,0,0,0,177,161
723,511,22,0,0,0,0,0,0,1,157,15,0,0,0,1,184,154
724,511,22,0,0,0,0,0,0,2,153,16,1,0,0,1,181,158
725,511,22,0,0,0,0,0,0,1,151,18,2,0,0,0,186,154
726,511,22,0,0,0,0,0,0,0,149,19,3,0,0,0,181,160
727,511,22,0,0,0,0,0,0,0,148,19,3,0,0,1,183,158
728,511,22,0,0,0,0,0,0,1,151,17,0,0,0,0,183,160
729,511,22,0,0,0,0,0,0,2,151,15,0,0,0,1,178,165
730,511,22,0,0,0,0,0,0,2,154,12,0,0,0,1,175,168
731,511,22,0,0,0,0,0,0,2,158,8,0,0,0,1,176,167
732,511,22,0,0,0,0,0,0,2,155,10,0,0,0,1,172,172
733,511,23,0,0,0,0,0,0,1,157,8,0,0,0,1,167,178
734,511,23,0,0,0,0,0,0,1,158,6,0,0,0,0,165,182
735,511,23,0,0,0,0,0,0,1,161,2,0,0,0,2,163,183
736,511,23,0,0,0,0,0,0,0,163,0,0,0,0,0,158,191
737,511,23,0,0,0,0,0,0,0,161,2,0,0,0,3,162,184
738,511,23,0,0,0,0,0,0,4,155,2,0,0,0,1,159,191
739,511,22,0,0,0,0,0,0,1,156,4,0,0,0,1,163,187
740,511,22,0,0,0,0,0,0,0,152,6,1,0,0,0,161,192
741,511,23,0,0,0,0,0,0,0,152,5,2,0,0,2,163,188
742,511,23,0,0,0,0,0,0,0,150,6,1,0,0,2,163,190
743,511,23,0,0,0,0,0,0,0,147,9,0,0,0,0,160,196
744,511,23,0,0,0,0,0,0,0,145,10,0,0,0,2,153,202
745,511,25,0,0,0,0,0,0,0,140,14,0,0,0,3,152,203
746,511,25,0,0,0,0,0,0,1,141,12,0,0,0,2,150,206
747,511,25,0,0,0,0,0,0,1,139,13,0,0,0,0,152,207
748,511,25,0,0,0,0,0,0,1,138,13,0,0,0,1,152,207
749,511,25,0,0,0,0,0,0,1,132,19,0,0,0,3,155,202
750,511,25,0,0,0,0,0,0,1,131,18,0,0,0,4,159,199
751,511,25,0,0,0,0,0,0,3,126,21,0,0,0,4,163,195
752,511,25,0,0,0,0,0,0,0,124,25,0,0,0,3,165,195
753,511,25,0,0,0,0,0,0,0,123,23,1,0,0,0,170,195
754,511,25,0,0,0,0,0,0,1,125,18,2,0,0,2,169,195
755,511,25,0,0,0,0,0,0,1,120,22,2,0,0,2,167,198
756,511,25,0,0,0,0,0,0,2,122,17,3,0,0,1,164,203
757,511,25,0,0,0,0,0,0,2,122,17,2,0,0,0,166,203
758,511,25,0,0,0,0,0,0,0,123,17,2,0,0,2,158,210
759,511,25,0,0,0,0,0,0,1,126,14,1,0,0,1,165,204
760,511,25,0,0,0,0,0,0,0,122,18,1,0,0,2,159,210
761,511,25,0,0,0,0,0,0,1,115,22,2,0,0,0,163,209
762,511,25,0,0,0,0,0,0,0,117,20,2,0,0,1,162,210
763,511,25,0,0,0,0,0,0,0,114,21,3,0,0,1,165,208
764,511,25,0,0,0,0,0,0,2,108,26,2,0,0,3,165,206
765,511,25,0,0,0,0,0,0,1,111,21,4,0,0,1,159,215
766,511,25,0,0,0,0,0,0,0,107,24,4,1,0,2,155,219
767,511,25,0,0,0,0,0,0,0,108,23,3,1,0,3,153,221
768,511,25,0,0,0,0,0,0,1,108,21,3,2,0,3,148,226
769,511,25,0,0,0,0,0,0,0,110,19,2,3,0,1,150,227
